h_nb_victories,h_nb_draws,h_nb_defeats,h_nb_points,h_nb_goals_scored,h_nb_goals_conceded,h_nb_goals_diff,h_nb_games,h_nb_games_home,h_nb_victories_home,h_nb_draws_home,h_nb_defeats_home,h_nb_points_home,h_nb_goals_scored_home,h_nb_goals_conceded_home,h_diff_goals_home,h_last_n_games_points_home,h_last_n_games_victories_home,h_last_n_games_draws_home,h_last_n_games_defeats_home,h_mean_nb_goals_scored_home,h_mean_nb_goals_conceded_home,h_season_wages,a_nb_victories,a_nb_draws,a_nb_defeats,a_nb_points,a_nb_goals_scored,a_nb_goals_conceded,a_nb_goals_diff,a_nb_games,a_nb_games_away,a_nb_victories_away,a_nb_draws_away,a_nb_defeats_away,a_nb_points_away,a_nb_goals_scored_away,a_nb_goals_conceded_away,a_diff_goals_away,a_last_n_games_points_away,a_last_n_games_victories_away,a_last_n_games_draws_away,a_last_n_games_defeats_away,a_mean_nb_goals_scored_away,a_mean_nb_goals_conceded_away,a_season_wages,Month,Week,distance_km,capacity_home_stadium,home_win_odd_above,id
3.0,1.0,5.0,10.0,9.0,12.0,-3.0,9.0,4.0,1.0,1.0,2.0,4.0,4.0,6.0,-2.0,4.0,1.0,1.0,1.0,1.0,1.5,69.0,4.0,2.0,3.0,14.0,14.0,12.0,2.0,9.0,4.0,2.0,0.0,2.0,6.0,7.0,7.0,0.0,3.0,1.0,0.0,2.0,1.75,1.75,215.0,11,44,9263.47301965,25700.0,0,E0_2013_2014_91
3.0,2.0,4.0,11.0,7.0,10.0,-3.0,9.0,4.0,2.0,2.0,0.0,8.0,3.0,1.0,2.0,5.0,1.0,2.0,0.0,0.75,0.25,43.0,1.0,1.0,7.0,4.0,7.0,21.0,-14.0,9.0,4.0,0.0,1.0,3.0,1.0,2.0,11.0,-9.0,0.0,0.0,0.0,3.0,0.5,2.75,70.0,11,44,7639.48541845,25404.0,1,E0_2013_2014_92
5.0,1.0,3.0,16.0,21.0,11.0,10.0,9.0,4.0,4.0,0.0,0.0,12.0,13.0,2.0,11.0,9.0,3.0,0.0,0.0,3.25,0.5,205.0,2.0,2.0,5.0,8.0,6.0,13.0,-7.0,9.0,4.0,1.0,0.0,3.0,3.0,2.0,7.0,-5.0,3.0,1.0,0.0,2.0,0.5,1.75,54.0,11,44,15054.9149663,47405.0,0,E0_2013_2014_93
3.0,2.0,4.0,11.0,12.0,16.0,-4.0,9.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,0.0,4.0,1.0,1.0,1.0,1.25,1.25,78.0,6.0,2.0,1.0,20.0,16.0,6.0,10.0,9.0,4.0,1.0,2.0,1.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0.75,192.0,11,44,17757.8718566,52409.0,1,E0_2013_2014_94
2.0,2.0,5.0,8.0,6.0,10.0,-4.0,9.0,4.0,1.0,2.0,1.0,5.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.5,0.5,61.0,5.0,3.0,1.0,18.0,10.0,3.0,7.0,9.0,4.0,2.0,1.0,1.0,7.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,0.75,0.5,63.0,11,44,11786.2960756,27740.0,0,E0_2013_2014_95
2.0,4.0,3.0,10.0,8.0,10.0,-2.0,9.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,65.0,1.0,0.0,8.0,3.0,6.0,19.0,-13.0,9.0,4.0,0.0,0.0,4.0,0.0,2.0,9.0,-7.0,0.0,0.0,0.0,3.0,0.5,2.25,90.0,11,44,4223.13991362,27877.0,0,E0_2013_2014_96
2.0,3.0,4.0,9.0,8.0,8.0,0.0,9.0,4.0,1.0,0.0,3.0,3.0,5.0,7.0,-2.0,0.0,0.0,0.0,3.0,1.25,1.75,64.0,3.0,1.0,5.0,10.0,9.0,12.0,-3.0,9.0,4.0,2.0,1.0,1.0,7.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,1.25,0.75,69.0,11,44,3984.53286436,35303.0,0,E0_2013_2014_97
2.0,3.0,4.0,9.0,8.0,13.0,-5.0,9.0,4.0,1.0,1.0,2.0,4.0,4.0,5.0,-1.0,1.0,0.0,1.0,2.0,1.0,1.25,53.0,3.0,2.0,4.0,11.0,12.0,11.0,1.0,9.0,4.0,2.0,0.0,2.0,6.0,4.0,3.0,1.0,6.0,2.0,0.0,1.0,1.0,0.75,63.0,11,44,1613.15918938,26828.0,1,E0_2013_2014_98
5.0,3.0,1.0,18.0,14.0,10.0,4.0,9.0,4.0,3.0,1.0,0.0,10.0,6.0,3.0,3.0,9.0,3.0,0.0,0.0,1.5,0.75,69.0,6.0,1.0,2.0,19.0,9.0,5.0,4.0,9.0,4.0,3.0,0.0,1.0,9.0,4.0,1.0,3.0,6.0,2.0,0.0,1.0,1.0,0.25,100.0,11,44,8769.47189374,40157.0,0,E0_2013_2014_99
5.0,4.0,1.0,19.0,11.0,4.0,7.0,10.0,5.0,3.0,2.0,0.0,11.0,7.0,1.0,6.0,9.0,3.0,0.0,0.0,1.4,0.2,63.0,4.0,2.0,4.0,14.0,8.0,10.0,-2.0,10.0,5.0,1.0,0.0,4.0,3.0,4.0,9.0,-5.0,3.0,1.0,0.0,2.0,0.8,1.8,43.0,11,45,14046.5636933,32689.0,0,E0_2013_2014_105
2.0,2.0,6.0,8.0,6.0,20.0,-14.0,10.0,5.0,1.0,2.0,2.0,5.0,4.0,6.0,-2.0,1.0,0.0,1.0,2.0,0.8,1.2,54.0,2.0,4.0,4.0,10.0,8.0,8.0,0.0,10.0,5.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,0.6,0.2,64.0,11,45,5816.99403487,27010.0,1,E0_2013_2014_104
6.0,2.0,2.0,20.0,17.0,10.0,7.0,10.0,5.0,4.0,0.0,1.0,12.0,9.0,3.0,6.0,6.0,2.0,0.0,1.0,1.8,0.6,144.0,3.0,1.0,6.0,10.0,10.0,15.0,-5.0,10.0,5.0,2.0,0.0,3.0,6.0,5.0,6.0,-1.0,3.0,1.0,0.0,2.0,1.0,1.2,69.0,11,45,8046.75696263,45276.0,0,E0_2013_2014_103
3.0,2.0,5.0,11.0,9.0,12.0,-3.0,10.0,5.0,1.0,0.0,4.0,3.0,4.0,9.0,-5.0,3.0,1.0,0.0,2.0,0.8,1.8,69.0,3.0,3.0,4.0,12.0,9.0,13.0,-4.0,10.0,5.0,1.0,2.0,2.0,5.0,4.0,8.0,-4.0,4.0,1.0,1.0,1.0,0.8,1.6,53.0,11,45,5281.9008862,42785.0,0,E0_2013_2014_100
6.0,2.0,2.0,20.0,16.0,8.0,8.0,10.0,5.0,5.0,0.0,0.0,15.0,12.0,3.0,9.0,9.0,3.0,0.0,0.0,2.4,0.6,192.0,3.0,4.0,3.0,13.0,10.0,10.0,0.0,10.0,5.0,1.0,3.0,1.0,6.0,4.0,6.0,-2.0,4.0,1.0,1.0,1.0,0.8,1.2,65.0,11,45,4340.28388665,42449.0,0,E0_2013_2014_101
1.0,0.0,9.0,3.0,6.0,21.0,-15.0,10.0,5.0,1.0,0.0,4.0,3.0,4.0,10.0,-6.0,0.0,0.0,0.0,3.0,0.8,2.0,90.0,5.0,4.0,1.0,19.0,14.0,10.0,4.0,10.0,5.0,2.0,2.0,1.0,8.0,8.0,7.0,1.0,6.0,2.0,0.0,1.0,1.6,1.4,69.0,11,45,7519.12366396,26309.0,0,E0_2013_2014_102
5.0,2.0,3.0,17.0,17.0,13.0,4.0,10.0,5.0,2.0,2.0,1.0,8.0,7.0,5.0,2.0,4.0,1.0,1.0,1.0,1.4,1.0,215.0,8.0,1.0,1.0,25.0,22.0,9.0,13.0,10.0,5.0,4.0,1.0,0.0,13.0,11.0,4.0,7.0,7.0,2.0,1.0,0.0,2.2,0.8,166.0,11,45,9334.36120511,75811.0,1,E0_2013_2014_106
1.0,1.0,8.0,4.0,7.0,22.0,-15.0,10.0,5.0,1.0,0.0,4.0,3.0,5.0,10.0,-5.0,3.0,1.0,0.0,2.0,1.0,2.0,70.0,6.0,1.0,3.0,19.0,28.0,11.0,17.0,10.0,5.0,1.0,1.0,3.0,4.0,8.0,9.0,-1.0,3.0,1.0,0.0,2.0,1.6,1.8,205.0,11,45,9246.30716387,48707.0,1,E0_2013_2014_107
3.0,2.0,5.0,11.0,12.0,12.0,0.0,10.0,5.0,1.0,2.0,2.0,5.0,8.0,8.0,0.0,4.0,1.0,1.0,1.0,1.6,1.6,63.0,2.0,3.0,5.0,9.0,7.0,11.0,-4.0,10.0,5.0,1.0,0.0,4.0,3.0,4.0,8.0,-4.0,0.0,0.0,0.0,3.0,0.8,1.6,61.0,11,45,7161.29141421,20520.0,0,E0_2013_2014_108
6.0,2.0,2.0,20.0,9.0,5.0,4.0,10.0,5.0,3.0,1.0,1.0,10.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,0.8,100.0,4.0,2.0,4.0,14.0,14.0,16.0,-2.0,10.0,5.0,2.0,0.0,3.0,6.0,7.0,11.0,-4.0,3.0,1.0,0.0,2.0,1.4,2.2,78.0,11,45,18531.1379392,36230.0,0,E0_2013_2014_109
2.0,4.0,5.0,10.0,9.0,11.0,-2.0,11.0,5.0,1.0,1.0,3.0,4.0,5.0,7.0,-2.0,1.0,0.0,1.0,2.0,1.0,1.4,64.0,6.0,3.0,2.0,21.0,18.0,10.0,8.0,11.0,5.0,1.0,2.0,2.0,5.0,4.0,5.0,-1.0,4.0,1.0,1.0,1.0,0.8,1.0,192.0,11,47,571.226108662,35303.0,0,E0_2013_2014_116
2.0,4.0,5.0,10.0,10.0,14.0,-4.0,11.0,5.0,1.0,3.0,1.0,6.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,0.6,0.6,61.0,2.0,1.0,8.0,7.0,8.0,22.0,-14.0,11.0,5.0,0.0,1.0,4.0,1.0,2.0,12.0,-10.0,0.0,0.0,0.0,3.0,0.4,2.4,70.0,11,47,12387.254649,27740.0,1,E0_2013_2014_115
5.0,2.0,4.0,17.0,15.0,16.0,-1.0,11.0,5.0,2.0,2.0,1.0,8.0,7.0,5.0,2.0,4.0,1.0,1.0,1.0,1.4,1.0,78.0,3.0,2.0,6.0,11.0,9.0,21.0,-12.0,11.0,5.0,1.0,0.0,4.0,3.0,2.0,14.0,-12.0,3.0,1.0,0.0,2.0,0.4,2.8,54.0,11,47,15022.8643385,52409.0,0,E0_2013_2014_114
5.0,5.0,1.0,20.0,14.0,10.0,4.0,11.0,5.0,3.0,2.0,0.0,11.0,6.0,3.0,3.0,7.0,2.0,1.0,0.0,1.2,0.6,69.0,7.0,2.0,2.0,23.0,21.0,10.0,11.0,11.0,5.0,2.0,2.0,1.0,8.0,8.0,7.0,1.0,4.0,1.0,1.0,1.0,1.6,1.4,144.0,11,47,62.4311175977,40157.0,0,E0_2013_2014_111
3.0,1.0,7.0,10.0,10.0,19.0,-9.0,11.0,5.0,1.0,1.0,3.0,4.0,5.0,9.0,-4.0,3.0,1.0,0.0,2.0,1.0,1.8,69.0,3.0,3.0,5.0,12.0,15.0,15.0,0.0,11.0,5.0,2.0,0.0,3.0,6.0,4.0,4.0,0.0,3.0,1.0,0.0,2.0,0.8,0.8,63.0,11,47,3404.87245252,25700.0,0,E0_2013_2014_112
8.0,1.0,2.0,25.0,22.0,10.0,12.0,11.0,5.0,4.0,0.0,1.0,12.0,11.0,5.0,6.0,9.0,3.0,0.0,0.0,2.2,1.0,166.0,6.0,4.0,1.0,22.0,15.0,5.0,10.0,11.0,5.0,2.0,2.0,1.0,8.0,4.0,3.0,1.0,5.0,1.0,2.0,0.0,0.8,0.6,63.0,11,47,5605.38629071,60361.0,0,E0_2013_2014_110
4.0,2.0,5.0,14.0,9.0,14.0,-5.0,11.0,5.0,3.0,2.0,0.0,11.0,4.0,1.0,3.0,7.0,2.0,1.0,0.0,0.8,0.2,43.0,1.0,1.0,9.0,4.0,6.0,21.0,-15.0,11.0,5.0,0.0,0.0,5.0,0.0,2.0,11.0,-9.0,0.0,0.0,0.0,3.0,0.4,2.2,90.0,11,47,14817.8213767,25404.0,0,E0_2013_2014_113
3.0,3.0,5.0,12.0,9.0,15.0,-6.0,11.0,5.0,2.0,1.0,2.0,7.0,5.0,5.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,53.0,6.0,2.0,3.0,20.0,18.0,13.0,5.0,11.0,5.0,3.0,0.0,2.0,9.0,10.0,8.0,2.0,6.0,2.0,0.0,1.0,2.0,1.6,215.0,11,47,11747.3629924,26828.0,0,E0_2013_2014_117
6.0,1.0,4.0,19.0,28.0,12.0,16.0,11.0,5.0,5.0,0.0,0.0,15.0,20.0,2.0,18.0,9.0,3.0,0.0,0.0,4.0,0.4,205.0,6.0,2.0,3.0,20.0,9.0,6.0,3.0,11.0,5.0,3.0,1.0,1.0,10.0,4.0,1.0,3.0,7.0,2.0,1.0,0.0,0.8,0.2,100.0,11,47,9694.03196704,47405.0,0,E0_2013_2014_118
3.0,5.0,3.0,14.0,12.0,12.0,0.0,11.0,5.0,2.0,1.0,2.0,7.0,6.0,4.0,2.0,7.0,2.0,1.0,0.0,1.2,0.8,65.0,4.0,2.0,5.0,14.0,11.0,12.0,-1.0,11.0,5.0,2.0,2.0,1.0,8.0,5.0,3.0,2.0,5.0,1.0,2.0,0.0,1.0,0.6,69.0,11,48,314.298840438,27877.0,0,E0_2013_2014_119
2.0,4.0,6.0,10.0,9.0,14.0,-5.0,12.0,6.0,1.0,1.0,4.0,4.0,5.0,10.0,-5.0,1.0,0.0,1.0,2.0,0.833333333333,1.66666666667,64.0,3.0,1.0,8.0,10.0,11.0,21.0,-10.0,12.0,6.0,2.0,0.0,4.0,6.0,5.0,10.0,-5.0,3.0,1.0,0.0,2.0,0.833333333333,1.66666666667,69.0,11,48,650.697879204,35303.0,0,E0_2013_2014_125
6.0,2.0,4.0,20.0,17.0,17.0,0.0,12.0,6.0,3.0,2.0,1.0,11.0,9.0,6.0,3.0,7.0,2.0,1.0,0.0,1.5,1.0,78.0,3.0,6.0,3.0,15.0,14.0,14.0,0.0,12.0,6.0,1.0,4.0,1.0,7.0,6.0,8.0,-2.0,2.0,0.0,2.0,1.0,1.0,1.33333333333,65.0,11,48,15714.2173426,52409.0,1,E0_2013_2014_123
3.0,2.0,7.0,11.0,10.0,23.0,-13.0,12.0,6.0,2.0,2.0,2.0,8.0,7.0,7.0,0.0,4.0,1.0,1.0,1.0,1.16666666667,1.16666666667,54.0,2.0,1.0,9.0,7.0,7.0,21.0,-14.0,12.0,6.0,1.0,0.0,5.0,3.0,3.0,11.0,-8.0,3.0,1.0,0.0,2.0,0.5,1.83333333333,90.0,11,48,6007.69882816,27010.0,0,E0_2013_2014_124
3.0,4.0,5.0,13.0,11.0,17.0,-6.0,12.0,6.0,2.0,2.0,2.0,8.0,7.0,7.0,0.0,4.0,1.0,1.0,1.0,1.16666666667,1.16666666667,53.0,9.0,1.0,2.0,28.0,24.0,10.0,14.0,12.0,6.0,4.0,1.0,1.0,13.0,11.0,5.0,6.0,4.0,1.0,1.0,1.0,1.83333333333,0.833333333333,166.0,11,48,4106.72791561,26828.0,0,E0_2013_2014_121
4.0,3.0,5.0,15.0,13.0,14.0,-1.0,12.0,6.0,2.0,0.0,4.0,6.0,6.0,9.0,-3.0,3.0,1.0,0.0,2.0,1.0,1.5,69.0,2.0,1.0,9.0,7.0,8.0,24.0,-16.0,12.0,6.0,0.0,1.0,5.0,1.0,2.0,14.0,-12.0,0.0,0.0,0.0,3.0,0.333333333333,2.33333333333,70.0,11,48,15369.2036831,42785.0,0,E0_2013_2014_120
5.0,6.0,1.0,21.0,17.0,13.0,4.0,12.0,6.0,3.0,3.0,0.0,12.0,9.0,6.0,3.0,5.0,1.0,2.0,0.0,1.5,1.0,69.0,3.0,4.0,5.0,13.0,12.0,14.0,-2.0,12.0,6.0,1.0,1.0,4.0,4.0,7.0,11.0,-4.0,1.0,0.0,1.0,2.0,1.16666666667,1.83333333333,61.0,11,48,5671.64757567,40157.0,0,E0_2013_2014_122
7.0,3.0,2.0,24.0,21.0,10.0,11.0,12.0,6.0,5.0,1.0,0.0,16.0,14.0,5.0,9.0,7.0,2.0,1.0,0.0,2.33333333333,0.833333333333,192.0,6.0,4.0,2.0,22.0,15.0,7.0,8.0,12.0,6.0,2.0,2.0,2.0,8.0,4.0,5.0,-1.0,2.0,0.0,2.0,1.0,0.666666666667,0.833333333333,63.0,12,48,5405.05866609,42449.0,0,E0_2013_2014_126
4.0,2.0,6.0,14.0,9.0,15.0,-6.0,12.0,6.0,3.0,2.0,1.0,11.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,0.666666666667,0.333333333333,43.0,7.0,3.0,2.0,24.0,24.0,13.0,11.0,12.0,6.0,2.0,3.0,1.0,9.0,11.0,10.0,1.0,2.0,0.0,2.0,1.0,1.83333333333,1.66666666667,144.0,12,48,15879.2680551,25404.0,1,E0_2013_2014_127
7.0,1.0,4.0,22.0,34.0,12.0,22.0,12.0,6.0,6.0,0.0,0.0,18.0,26.0,2.0,24.0,9.0,3.0,0.0,0.0,4.33333333333,0.333333333333,205.0,4.0,3.0,5.0,15.0,17.0,16.0,1.0,12.0,6.0,3.0,0.0,3.0,9.0,6.0,5.0,1.0,3.0,1.0,0.0,2.0,1.0,0.833333333333,63.0,12,48,10281.6939073,47405.0,0,E0_2013_2014_128
6.0,2.0,4.0,20.0,9.0,12.0,-3.0,12.0,6.0,3.0,1.0,2.0,10.0,5.0,5.0,0.0,3.0,1.0,0.0,2.0,0.833333333333,0.833333333333,100.0,6.0,3.0,3.0,21.0,20.0,15.0,5.0,12.0,6.0,3.0,1.0,2.0,10.0,12.0,10.0,2.0,7.0,2.0,1.0,0.0,2.0,1.66666666667,215.0,12,48,9459.49334874,36230.0,0,E0_2013_2014_129
2.0,1.0,10.0,7.0,7.0,22.0,-15.0,13.0,6.0,1.0,1.0,4.0,4.0,4.0,10.0,-6.0,1.0,0.0,1.0,2.0,0.666666666667,1.66666666667,90.0,3.0,4.0,6.0,13.0,12.0,14.0,-2.0,13.0,6.0,1.0,3.0,2.0,6.0,4.0,4.0,0.0,4.0,1.0,1.0,1.0,0.666666666667,0.666666666667,64.0,12,49,897.410716148,26309.0,1,E0_2013_2014_130
3.0,4.0,6.0,13.0,12.0,18.0,-6.0,13.0,6.0,2.0,3.0,1.0,9.0,5.0,3.0,2.0,5.0,1.0,2.0,0.0,0.833333333333,0.5,61.0,3.0,4.0,6.0,13.0,11.0,20.0,-9.0,13.0,6.0,1.0,2.0,3.0,5.0,4.0,10.0,-6.0,1.0,0.0,1.0,2.0,0.666666666667,1.66666666667,53.0,12,49,8645.79000397,27740.0,0,E0_2013_2014_136
4.0,3.0,6.0,15.0,17.0,19.0,-2.0,13.0,6.0,1.0,3.0,2.0,6.0,11.0,11.0,0.0,5.0,1.0,2.0,0.0,1.83333333333,1.83333333333,63.0,7.0,2.0,4.0,23.0,19.0,18.0,1.0,13.0,6.0,3.0,0.0,3.0,9.0,8.0,11.0,-3.0,6.0,2.0,0.0,1.0,1.33333333333,1.83333333333,78.0,12,49,18768.588534,20520.0,1,E0_2013_2014_138
2.0,2.0,9.0,8.0,8.0,24.0,-16.0,13.0,6.0,2.0,0.0,4.0,6.0,6.0,10.0,-4.0,6.0,2.0,0.0,1.0,1.0,1.66666666667,70.0,8.0,3.0,2.0,27.0,24.0,11.0,13.0,13.0,6.0,2.0,2.0,2.0,8.0,7.0,5.0,2.0,6.0,2.0,0.0,1.0,1.16666666667,0.833333333333,192.0,12,49,17871.5783766,48707.0,0,E0_2013_2014_137
6.0,4.0,3.0,22.0,16.0,10.0,6.0,13.0,6.0,4.0,2.0,0.0,14.0,11.0,2.0,9.0,9.0,3.0,0.0,0.0,1.83333333333,0.333333333333,63.0,4.0,4.0,5.0,16.0,13.0,14.0,-1.0,13.0,6.0,2.0,3.0,1.0,9.0,7.0,5.0,2.0,3.0,0.0,3.0,0.0,1.16666666667,0.833333333333,69.0,12,49,9834.69489324,32689.0,0,E0_2013_2014_135
3.0,6.0,4.0,15.0,15.0,16.0,-1.0,13.0,6.0,2.0,2.0,2.0,8.0,8.0,6.0,2.0,5.0,1.0,2.0,0.0,1.33333333333,1.0,65.0,8.0,1.0,4.0,25.0,37.0,12.0,25.0,13.0,6.0,1.0,1.0,4.0,4.0,8.0,10.0,-2.0,3.0,1.0,0.0,2.0,1.33333333333,1.66666666667,205.0,12,49,6336.446824,27877.0,0,E0_2013_2014_139
7.0,3.0,3.0,24.0,25.0,16.0,9.0,13.0,6.0,5.0,0.0,1.0,15.0,13.0,3.0,10.0,9.0,3.0,0.0,0.0,2.16666666667,0.5,144.0,4.0,2.0,7.0,14.0,11.0,23.0,-12.0,13.0,6.0,1.0,0.0,5.0,3.0,3.0,16.0,-13.0,0.0,0.0,0.0,3.0,0.5,2.66666666667,54.0,12,49,12081.9275505,45276.0,0,E0_2013_2014_133
3.0,1.0,9.0,10.0,11.0,24.0,-13.0,13.0,6.0,1.0,1.0,4.0,4.0,6.0,11.0,-5.0,3.0,1.0,0.0,2.0,1.0,1.83333333333,69.0,6.0,3.0,4.0,21.0,11.0,14.0,-3.0,13.0,6.0,3.0,1.0,2.0,10.0,4.0,7.0,-3.0,4.0,1.0,1.0,1.0,0.666666666667,1.16666666667,100.0,12,49,865.43970447,25700.0,0,E0_2013_2014_132
10.0,1.0,2.0,31.0,27.0,10.0,17.0,13.0,6.0,5.0,0.0,1.0,15.0,13.0,5.0,8.0,9.0,3.0,0.0,0.0,2.16666666667,0.833333333333,166.0,5.0,2.0,6.0,17.0,12.0,16.0,-4.0,13.0,6.0,1.0,0.0,5.0,3.0,5.0,13.0,-8.0,0.0,0.0,0.0,3.0,0.833333333333,2.16666666667,43.0,12,49,13891.3758563,60361.0,0,E0_2013_2014_131
6.0,4.0,3.0,22.0,22.0,17.0,5.0,13.0,6.0,3.0,2.0,1.0,11.0,8.0,5.0,3.0,7.0,2.0,1.0,0.0,1.33333333333,0.833333333333,215.0,6.0,6.0,1.0,24.0,21.0,13.0,8.0,13.0,6.0,2.0,3.0,1.0,9.0,8.0,7.0,1.0,4.0,1.0,1.0,1.0,1.33333333333,1.16666666667,69.0,12,49,4298.76991565,75811.0,0,E0_2013_2014_134
2.0,2.0,10.0,8.0,11.0,28.0,-17.0,14.0,7.0,2.0,0.0,5.0,6.0,9.0,14.0,-5.0,6.0,2.0,0.0,1.0,1.28571428571,2.0,70.0,7.0,3.0,4.0,24.0,13.0,15.0,-2.0,14.0,7.0,4.0,1.0,2.0,13.0,6.0,8.0,-2.0,4.0,1.0,1.0,1.0,0.857142857143,1.14285714286,100.0,12,49,18576.9787329,48707.0,0,E0_2013_2014_145
3.0,5.0,6.0,14.0,12.0,18.0,-6.0,14.0,7.0,2.0,4.0,1.0,10.0,5.0,3.0,2.0,5.0,1.0,2.0,0.0,0.714285714286,0.428571428571,61.0,9.0,3.0,2.0,30.0,28.0,14.0,14.0,14.0,7.0,3.0,2.0,2.0,11.0,11.0,8.0,3.0,6.0,2.0,0.0,1.0,1.57142857143,1.14285714286,192.0,12,49,6606.59652001,27740.0,1,E0_2013_2014_144
6.0,4.0,4.0,22.0,18.0,13.0,5.0,14.0,7.0,4.0,2.0,1.0,14.0,13.0,5.0,8.0,6.0,2.0,0.0,1.0,1.85714285714,0.714285714286,63.0,9.0,1.0,4.0,28.0,40.0,14.0,26.0,14.0,7.0,2.0,1.0,4.0,7.0,11.0,12.0,-1.0,3.0,1.0,0.0,2.0,1.57142857143,1.71428571429,205.0,12,49,14084.1803618,32689.0,0,E0_2013_2014_143
3.0,6.0,5.0,15.0,17.0,19.0,-2.0,14.0,7.0,2.0,2.0,3.0,8.0,10.0,9.0,1.0,4.0,1.0,1.0,1.0,1.42857142857,1.28571428571,65.0,4.0,2.0,8.0,14.0,12.0,28.0,-16.0,14.0,7.0,1.0,0.0,6.0,3.0,4.0,21.0,-17.0,0.0,0.0,0.0,3.0,0.571428571429,3.0,54.0,12,49,9269.40972395,27877.0,0,E0_2013_2014_146
8.0,3.0,3.0,27.0,30.0,17.0,13.0,14.0,7.0,6.0,0.0,1.0,18.0,18.0,4.0,14.0,9.0,3.0,0.0,0.0,2.57142857143,0.571428571429,144.0,3.0,4.0,7.0,13.0,12.0,15.0,-3.0,14.0,7.0,1.0,3.0,3.0,6.0,4.0,5.0,-1.0,1.0,0.0,1.0,2.0,0.571428571429,0.714285714286,64.0,12,49,8239.69136728,45276.0,0,E0_2013_2014_141
3.0,1.0,10.0,10.0,8.0,22.0,-14.0,14.0,7.0,2.0,1.0,4.0,7.0,5.0,10.0,-5.0,4.0,1.0,1.0,1.0,0.714285714286,1.42857142857,90.0,3.0,5.0,6.0,14.0,11.0,20.0,-9.0,14.0,7.0,1.0,3.0,3.0,6.0,4.0,10.0,-6.0,2.0,0.0,2.0,1.0,0.571428571429,1.42857142857,53.0,12,49,5105.62798986,26309.0,1,E0_2013_2014_140
6.0,4.0,4.0,22.0,22.0,18.0,4.0,14.0,7.0,3.0,2.0,2.0,11.0,8.0,6.0,2.0,6.0,2.0,0.0,1.0,1.14285714286,0.857142857143,215.0,7.0,2.0,5.0,23.0,19.0,21.0,-2.0,14.0,7.0,3.0,0.0,4.0,9.0,8.0,14.0,-6.0,3.0,1.0,0.0,2.0,1.14285714286,2.0,78.0,12,49,9639.3243147,75811.0,0,E0_2013_2014_142
11.0,1.0,2.0,34.0,29.0,10.0,19.0,14.0,7.0,6.0,0.0,1.0,18.0,15.0,5.0,10.0,9.0,3.0,0.0,0.0,2.14285714286,0.714285714286,166.0,7.0,6.0,1.0,27.0,22.0,13.0,9.0,14.0,7.0,3.0,3.0,1.0,12.0,9.0,7.0,2.0,7.0,2.0,1.0,0.0,1.28571428571,1.0,69.0,12,49,8491.07085483,60361.0,0,E0_2013_2014_147
3.0,1.0,10.0,10.0,12.0,26.0,-14.0,14.0,7.0,1.0,1.0,5.0,4.0,7.0,13.0,-6.0,0.0,0.0,0.0,3.0,1.0,1.85714285714,69.0,5.0,4.0,5.0,19.0,16.0,16.0,0.0,14.0,7.0,3.0,3.0,1.0,12.0,10.0,7.0,3.0,5.0,1.0,2.0,0.0,1.42857142857,1.0,69.0,12,49,4586.81371232,25700.0,1,E0_2013_2014_148
5.0,3.0,6.0,18.0,20.0,19.0,1.0,14.0,7.0,2.0,3.0,2.0,9.0,14.0,11.0,3.0,5.0,1.0,2.0,0.0,2.0,1.57142857143,63.0,5.0,2.0,7.0,17.0,12.0,18.0,-6.0,14.0,7.0,1.0,0.0,6.0,3.0,5.0,15.0,-10.0,0.0,0.0,0.0,3.0,0.714285714286,2.14285714286,43.0,12,50,11035.7272665,20520.0,0,E0_2013_2014_149
3.0,4.0,8.0,13.0,13.0,19.0,-6.0,15.0,7.0,2.0,1.0,4.0,7.0,8.0,10.0,-2.0,4.0,1.0,1.0,1.0,1.14285714286,1.42857142857,64.0,2.0,2.0,11.0,8.0,12.0,30.0,-18.0,15.0,7.0,0.0,2.0,5.0,2.0,2.0,14.0,-12.0,1.0,0.0,1.0,2.0,0.285714285714,2.0,70.0,12,50,18093.0480069,35303.0,0,E0_2013_2014_156
3.0,5.0,7.0,14.0,11.0,22.0,-11.0,15.0,7.0,2.0,2.0,3.0,8.0,7.0,10.0,-3.0,4.0,1.0,1.0,1.0,1.0,1.42857142857,53.0,3.0,6.0,6.0,15.0,17.0,21.0,-4.0,15.0,7.0,1.0,4.0,2.0,7.0,7.0,10.0,-3.0,1.0,0.0,1.0,2.0,1.0,1.42857142857,65.0,12,50,5425.56248567,26828.0,1,E0_2013_2014_150
