id,BbAvH
E0_2016_2017_130,3.38
E0_2016_2017_133,3.26
E0_2016_2017_137,4.59
E0_2016_2017_138,3.59
E0_2016_2017_139,1.79
E0_2016_2017_145,3.06
E0_2016_2017_143,4.99
E0_2016_2017_144,2.13
E0_2016_2017_141,3.36
E0_2016_2017_140,1.36
E0_2016_2017_142,3.33
E0_2016_2017_146,1.27
E0_2016_2017_147,1.29
E0_2016_2017_148,2.2
E0_2016_2017_149,1.69
E0_2016_2017_150,2.41
E0_2016_2017_151,4.11
E0_2016_2017_157,1.23
E0_2016_2017_159,1.64
E0_2016_2017_158,2.04
E0_2016_2017_156,9.49
E0_2016_2017_153,1.26
E0_2016_2017_154,5.99
E0_2016_2017_155,3.15
E0_2016_2017_152,5.19
E0_2016_2017_160,5.82
E0_2016_2017_161,2.07
E0_2016_2017_162,2.55
E0_2016_2017_163,2.6
E0_2016_2017_164,5.38
E0_2016_2017_165,1.65
E0_2016_2017_166,2.91
E0_2016_2017_167,2.13
E0_2016_2017_168,1.21
E0_2016_2017_169,4.12
E0_2016_2017_176,2.63
E0_2016_2017_175,1.22
E0_2016_2017_174,2.5
E0_2016_2017_177,2.47
E0_2016_2017_172,1.38
E0_2016_2017_171,2.97
E0_2016_2017_170,1.34
E0_2016_2017_173,9.42
E0_2016_2017_178,1.29
E0_2016_2017_179,2.89
E0_2016_2017_180,4.2
E0_2016_2017_187,2.82
E0_2016_2017_185,1.25
E0_2016_2017_184,2.35
E0_2016_2017_186,1.76
E0_2016_2017_182,1.27
E0_2016_2017_181,2.38
E0_2016_2017_183,2.07
E0_2016_2017_188,1.33
E0_2016_2017_189,5.49
E0_2016_2017_190,2.23
E0_2016_2017_191,1.16
E0_2016_2017_192,2.73
E0_2016_2017_193,9.41
E0_2016_2017_194,1.75
E0_2016_2017_195,5.56
E0_2016_2017_197,1.79
E0_2016_2017_196,4.44
E0_2016_2017_198,1.88
E0_2016_2017_199,2.78
E0_2016_2017_200,3.56
E0_2016_2017_201,3.24
E0_2016_2017_202,5.78
E0_2016_2017_203,3.0
E0_2016_2017_204,6.38
E0_2016_2017_205,1.32
E0_2016_2017_206,2.49
E0_2016_2017_207,2.38
E0_2016_2017_208,4.39
E0_2016_2017_209,2.14
E0_2016_2017_216,1.68
E0_2016_2017_215,5.84
E0_2016_2017_214,2.45
E0_2016_2017_211,3.12
E0_2016_2017_212,1.22
E0_2016_2017_210,1.84
E0_2016_2017_213,2.12
E0_2016_2017_217,1.2
E0_2016_2017_218,1.17
E0_2016_2017_219,1.83
E0_2016_2017_225,8.95
E0_2016_2017_226,3.24
E0_2016_2017_224,2.68
E0_2016_2017_221,2.09
E0_2016_2017_222,2.85
E0_2016_2017_220,1.23
E0_2016_2017_223,2.6
E0_2016_2017_227,1.18
E0_2016_2017_228,2.82
E0_2016_2017_229,5.68
E0_2016_2017_237,2.31
E0_2016_2017_236,2.12
E0_2016_2017_235,1.27
E0_2016_2017_234,1.84
E0_2016_2017_233,7.42
E0_2016_2017_231,1.69
E0_2016_2017_230,1.95
E0_2016_2017_232,1.71
E0_2016_2017_238,5.58
E0_2016_2017_239,1.22
E0_2016_2017_244,2.1
E0_2016_2017_246,2.22
E0_2016_2017_243,3.7
E0_2016_2017_245,3.76
E0_2016_2017_241,2.24
E0_2016_2017_242,1.25
E0_2016_2017_240,1.28
E0_2016_2017_247,8.28
E0_2016_2017_248,2.41
E0_2016_2017_249,6.91
E0_2016_2017_254,2.57
E0_2016_2017_253,2.16
E0_2016_2017_255,2.07
E0_2016_2017_251,2.1
E0_2016_2017_250,1.25
E0_2016_2017_252,1.4
E0_2016_2017_256,1.42
E0_2016_2017_257,5.66
E0_2016_2017_258,1.85
E0_2016_2017_259,2.11
E0_2016_2017_260,1.25
E0_2016_2017_261,1.95
E0_2016_2017_262,2.01
E0_2016_2017_263,3.51
E0_2016_2017_264,2.19
E0_2016_2017_265,10.54
E0_2016_2017_266,1.63
E0_2016_2017_267,5.74
E0_2016_2017_268,1.23
E0_2016_2017_269,2.59
E0_2016_2017_270,1.67
E0_2016_2017_271,2.52
E0_2016_2017_272,1.24
E0_2016_2017_278,5.09
E0_2016_2017_277,2.54
E0_2016_2017_276,6.13
E0_2016_2017_279,2.3
E0_2016_2017_274,1.92
E0_2016_2017_273,2.16
E0_2016_2017_275,1.51
E0_2016_2017_280,1.97
E0_2016_2017_281,5.69
E0_2016_2017_282,1.7
E0_2016_2017_289,1.64
E0_2016_2017_283,5.5
E0_2016_2017_284,1.28
E0_2016_2017_285,2.45
E0_2016_2017_286,2.04
E0_2016_2017_287,1.7
E0_2016_2017_288,1.36
E0_2016_2017_290,1.84
E0_2016_2017_291,3.08
E0_2016_2017_292,1.97
